CODIGO DANE,DEPARTAMENTO,MUNICIPIO,POBLACION TOTAL,HOMICIDIO TOTAL,TASA MUNICIPAL
05686,Antioquia,Santa Rosa de Osos,39788,12,30.15984719010757
05266,Antioquia,Envigado,260430,12,4.607764082478977
52678,Nariño,Samaniego,29401,12,40.81493826740587
23660,Córdoba,Sahagún,118572,12,10.120433154539015
76606,Valle del Cauca,Restrepo,15926,12,75.34848675122441
44279,La Guajira,Fonseca,53775,12,22.315202231520225
68655,Santander,Sabana de Torres,37531,12,31.973568516692865
15238,Boyacá,Duitama,134425,12,8.926910916868142
05030,Antioquia,Amagá,32595,12,36.81546249424758
23678,Córdoba,San Carlos,28745,12,41.746390676639415
52399,Nariño,La Unión,34338,11,32.034480750189296
73168,Tolima,Chaparral,52842,11,20.81677453540744
13490,Bolívar,Norosí,12515,11,87.89452656811825
13473,Bolívar,Morales,25591,11,42.98386151381345
13442,Bolívar,María La Baja,48970,11,22.462732285072494
20614,Cesar,Río de Oro,19390,11,56.73027333677153
73319,Tolima,Guamo,33796,11,32.54823055982957
73675,Tolima,San Antonio,13284,11,82.80638361939175
86569,Putumayo,Puerto Caicedo,17329,11,63.47740781349183
23189,Córdoba,Ciénaga de Oro,62594,11,17.573569351695053
50006,Meta,Acacías,102025,11,10.78167115902965
20250,Cesar,El Paso,45704,11,24.067915280938212
76403,Valle del Cauca,La Victoria,12681,11,86.74394763819888
05093,Antioquia,Betulia,16861,11,65.23930964948698
86885,Putumayo,Villagarzón,25576,11,43.009071004066314
86573,Putumayo,Puerto Leguízamo,36170,11,30.411943599668234
05353,Antioquia,Hispania,5862,10,170.590242238144
54405,Norte de Santander,Los Patios,103208,10,9.689171382063407
25740,Cundinamarca,Sibaté,40013,10,24.99187763976708
05697,Antioquia,El Santuario,39396,10,25.383287643415578
20175,Cesar,Chimichagua,37732,10,26.502703275734124
25286,Cundinamarca,Funza,118457,10,8.441881864305191
20228,Cesar,Curumaní,44811,10,22.3159492088996
50325,Meta,Mapiripán,7280,10,137.36263736263737
70670,Sucre,Sampués,53083,10,18.83842284723923
08078,Atlántico,Baranoa,73740,10,13.561160835367508
05541,Antioquia,Peñol,23491,10,42.56949470009791
54245,Norte de Santander,El Carmen,14851,10,67.33553296074338
41349,Huila,Hobo,7995,10,125.07817385866166
05002,Antioquia,Abejorral,21121,10,47.34624307561195
17777,Caldas,Supía,31325,10,31.923383878691137
23580,Córdoba,Puerto Libertador,45697,10,21.88327461321312
66088,Risaralda,Belén de Umbría,25391,10,39.38403371273286
47030,Magdalena,Algarrobo,18615,10,53.72011818426001
13654,Bolívar,San Jacinto,27176,10,36.79717397703857
05138,Antioquia,Cañasgordas,15570,10,64.22607578676943
05380,Antioquia,La Estrella,81925,10,12.206286237412268
81591,Arauca,Puerto Rondón,4673,9,192.59576289321635
19533,Cauca,Piamonte,9705,9,92.73570324574962
05858,Antioquia,Vegachí,12126,9,74.22068283028203
44078,La Guajira,Barrancas,42798,9,21.029020047665778
70713,Sucre,San Onofre,52983,9,16.986580601324953
19807,Cauca,Timbío,38572,9,23.332987659442082
05664,Antioquia,San Pedro de Los Milagros,22297,9,40.3641745526304
05679,Antioquia,Santa Bárbara,29171,9,30.852559048369958
20032,Cesar,Astrea,22144,9,40.64306358381503
23672,Córdoba,San Antero,38802,9,23.19468068656255
50350,Meta,La Macarena,29571,9,30.435223698894184
44650,La Guajira,San Juan del Cesar,57850,9,15.557476231633533
20710,Cesar,San Alberto,31199,9,28.847078432001023
76670,Valle del Cauca,San Pedro,17270,9,52.11349160393746
20770,Cesar,San Martín,33351,9,26.98569758028245
05761,Antioquia,Sopetrán,16366,9,54.992056702920685
19397,Cauca,La Vega,24423,9,36.850509765385084
18150,Caquetá,Cartagena del Chairá,32224,9,27.929493545183718
73555,Tolima,Planadas,27075,9,33.2409972299169
41668,Huila,San Agustín,35620,9,25.266704098820885
18410,Caquetá,La Montañita,15382,9,58.50994669093746
41524,Huila,Palermo,26677,9,33.736926940810434
05234,Antioquia,Dabeiba,24651,9,36.50967506389193
05147,Antioquia,Carepa,50543,9,17.806620105652613
86757,Putumayo,San Miguel,19566,9,45.998160073597056
23807,Córdoba,Tierralta,100490,9,8.956115036322023
08520,Atlántico,Palmar de Varela,34647,9,25.97627500216469
25430,Cundinamarca,Madrid,139289,9,6.4613860390985645
13683,Bolívar,Santa Rosa,22371,9,40.23065575968888
76616,Valle del Cauca,Riofrío,16128,8,49.6031746031746
05134,Antioquia,Campamento,9940,8,80.48289738430583
17013,Caldas,Aguadas,22674,8,35.28270265502338
23300,Córdoba,Cotorra,21334,8,37.49882816161995
18592,Caquetá,Puerto Rico,27339,8,29.262226123852376
20400,Cesar,La Jagua de Ibirico,58996,8,13.560241372296428
23555,Córdoba,Planeta Rica,66459,8,12.037496802539913
95015,Guaviare,Calamar,9862,8,81.11944838775096
08634,Atlántico,Sabanagrande,38726,8,20.657955895264163
54553,Norte de Santander,Puerto Santander,9525,8,83.98950131233596
20517,Cesar,Pailitas,21068,8,37.97228023542814
05861,Antioquia,Venecia,12343,8,64.8140646520295
41319,Huila,Guadalupe,18490,8,43.26663061114115
70429,Sucre,Majagual,40125,8,19.937694704049846
05890,Antioquia,Yolombó,24828,8,32.22168519413565
86001,Putumayo,Mocoa,65766,8,12.164340236596416
52490,Nariño,Olaya Herrera,26822,7,26.097979270747892
85250,Casanare,Paz de Ariporo,38468,7,18.19694291359052
23350,Córdoba,La Apartada,16297,7,42.95269067926612
05490,Antioquia,Necoclí,42718,7,16.386534950138113
76845,Valle del Cauca,Ulloa,5636,7,124.2015613910575
68385,Santander,Landázuri,10619,7,65.91957811470006
23570,Córdoba,Pueblo Nuevo,37976,7,18.43269433326311
41483,Huila,Nátaga,7007,7,99.9000999000999
05197,Antioquia,Cocorná,16062,7,43.581123147802266
05376,Antioquia,La Ceja,72033,7,9.71776824510988
13673,Bolívar,Santa Catalina,15213,7,46.013278117399594
05649,Antioquia,San Carlos,16912,7,41.390728476821195
27413,Chocó,Lloró,10316,7,67.85575804575417
13006,Bolívar,Achí,27507,7,25.448067764569018
44035,La Guajira,Albania,35960,7,19.46607341490545
50590,Meta,Puerto Rico,13492,7,51.882597094574564
52233,Nariño,Cumbitara,5948,7,117.68661735036987
76250,Valle del Cauca,El Dovio,9256,7,75.62662057044079
27660,Chocó,San José del Palmar,5164,7,135.55383423702554
15001,Boyacá,Tunja,187765,7,3.728064335738823
20045,Cesar,Becerril,26931,7,25.992350822472247
27491,Chocó,Nóvita,9825,7,71.2468193384224
05042,Antioquia,Santafé de Antioquia,28130,7,24.884464984002843
70742,Sucre,San Luis de Sincé,32683,7,21.417862497322766
05656,Antioquia,San Jerónimo,17982,7,38.92781670559448
27580,Chocó,Río Iró,5747,7,121.80267965895248
05284,Antioquia,Frontino,21716,7,32.23429729231903
20550,Cesar,Pelaya,24204,7,28.920839530656092
27800,Chocó,Unguía,12703,7,55.10509328505078
52687,Nariño,San Lorenzo,18725,7,37.38317757009346
25175,Cundinamarca,Chía,169539,6,3.5390087236565035
41615,Huila,Rivera,28367,6,21.15133782211725
85440,Casanare,Villanueva,40889,6,14.673873168822912
41503,Huila,Oporapa,12309,6,48.74482086278333
41530,Huila,Palestina,11821,6,50.7571271466035
25320,Cundinamarca,Guaduas,30787,6,19.488745249618347
05055,Antioquia,Argelia,8170,6,73.43941248470011
17042,Caldas,Anserma,37428,6,16.03077909586406
52418,Nariño,Los Andes,9553,6,62.80749502773998
70678,Sucre,San Benito Abad,31892,6,18.81349554747272
52250,Nariño,El Charco,22396,6,26.79049830326844
54174,Norte de Santander,Chitagá,13208,6,45.42701393095094
73616,Tolima,Rioblanco,23853,6,25.154068670607472
73449,Tolima,Melgar,39096,6,15.34683855125844
17486,Caldas,Neira,21568,6,27.81899109792285
18256,Caquetá,El Paujíl,18838,6,31.85051491665782
08137,Atlántico,Campo de La Cruz,26781,6,22.40394309398454
18247,Caquetá,El Doncello,19817,6,30.277034869051825
52838,Nariño,Túquerres,47014,6,12.762155953545754
73067,Tolima,Ataco,20279,6,29.587257754327137
18094,Caquetá,Belén de Los Andaquíes,11371,6,52.76580775657374
70820,Sucre,Santiago de Tolú,37512,6,15.99488163787588
17873,Caldas,Villamaría,72649,6,8.258888628886838
52110,Nariño,Buesaco,25040,6,23.961661341853034
52696,Nariño,Santa Bárbara,14142,6,42.42681374628765
23182,Córdoba,Chinú,52071,6,11.522728582128249
68077,Santander,Barbosa,33724,6,17.791483809749735
05885,Antioquia,Yalí,7746,6,77.45933384972889
50711,Meta,Vistahermosa,18421,6,32.57152163291895
05400,Antioquia,La Unión,23718,6,25.297242600556537
50689,Meta,San Martín,28332,6,21.177467174925876
05667,Antioquia,San Rafael,17222,6,34.83915921495762
70221,Sucre,Coveñas,21748,6,27.588743792532647
20383,Cesar,La Gloria,19514,6,30.747155888080353
76869,Valle del Cauca,Vijes,13893,6,43.18721658389117
47555,Magdalena,Plato,72742,6,8.24832971323307
23168,Córdoba,Chimá,19407,6,30.91667954861648
54673,Norte de Santander,San Cayetano,8712,5,57.3921028466483
70265,Sucre,Guaranda,19509,5,25.629196780972887
27810,Chocó,Unión Panamericana,7202,5,69.42515967786726
99001,Vichada,Puerto Carreño,23959,5,20.86898451521349
27372,Chocó,Juradó,8260,5,60.53268765133172
70473,Sucre,Morroa,17030,5,29.35995302407516
27615,Chocó,Riosucio,30082,5,16.62123529020677
47170,Magdalena,Chibolo,25934,5,19.279710033161102
73408,Tolima,Lérida,18514,5,27.00658960786432
52693,Nariño,San Pablo,15407,5,32.452781203349126
73030,Tolima,Ambalema,6761,5,73.95355716609969
41357,Huila,Íquira,9715,5,51.4668039114771
52585,Nariño,Pupiales,17327,5,28.85669763952213
47058,Magdalena,Ariguaní,31525,5,15.860428231562253
76054,Valle del Cauca,Argelia,5543,5,90.20386072523904
52215,Nariño,Córdoba,16735,5,29.877502240812667
76126,Valle del Cauca,Calima,19194,5,26.049807231426488
41799,Huila,Tello,12495,5,40.016006402561025
41807,Huila,Timaná,23228,5,21.52574479076976
85125,Casanare,Hato Corozal,13104,5,38.156288156288156
66440,Risaralda,Marsella,17421,5,28.700993054359678
47707,Magdalena,Santa Ana,28187,5,17.73867385674247
47460,Magdalena,Nueva Granada,22650,5,22.075055187637968
81300,Arauca,Fortul,20073,5,24.909081851242963
27006,Chocó,Acandí,15963,5,31.322433126605276
99773,Vichada,Cumaribo,104385,5,4.78996024332998
19355,Cauca,Inzá,29139,5,17.15913380692543
19513,Cauca,Padilla,10541,5,47.433829807418654
13433,Bolívar,Mahates,31676,5,15.784821315822706
08421,Atlántico,Luruaco,32443,5,15.41164503899146
05792,Antioquia,Tarso,6530,5,76.5696784073507
05674,Antioquia,San Vicente,24534,5,20.379880981495067
05670,Antioquia,San Roque,24238,5,20.628764749566795
05607,Antioquia,Retiro,26766,5,18.68041545243966
20750,Cesar,San Diego,23324,5,21.437146287086264
05411,Antioquia,Liborina,10817,5,46.22353702505316
05425,Antioquia,Maceo,8808,5,56.76657584014533
05107,Antioquia,Briceño,8023,5,62.320827620590805
19418,Cauca,López de Micay,19491,5,25.65286542506798
19392,Cauca,La Sierra,11305,5,44.22821760283061
05044,Antioquia,Anzá,7628,5,65.54798112218144
13160,Bolívar,Cantagallo,8825,5,56.65722379603399
54172,Norte de Santander,Chinácota,20021,4,19.979022026871785
68689,Santander,San Vicente de Chucurí,35766,4,11.18380584913046
41801,Huila,Teruel,8237,4,48.561369430617944
52256,Nariño,El Rosario,12872,4,31.075201988812925
73349,Tolima,Honda,24953,4,16.030136656914998
19364,Cauca,Jambaló,19163,4,20.873558419871628
19318,Cauca,Guapi,29275,4,13.663535439795046
44874,La Guajira,Villanueva,32651,4,12.25077333006646
19290,Cauca,Florencia,5213,4,76.73124880107424
13647,Bolívar,San Estanislao,21053,4,18.99966750581865
52683,Nariño,Sandoná,20826,4,19.206760779794486
73043,Tolima,Anzoátegui,10590,4,37.771482530689326
50680,Meta,San Carlos de Guaroa,14424,4,27.731558513588467
70823,Sucre,Tolú Viejo,23190,4,17.248814144027598
70508,Sucre,Ovejas,24462,4,16.351892731583682
47703,Magdalena,San Zenón,13973,4,28.626637085808348
19824,Cauca,Totoró,27100,4,14.760147601476016
68406,Santander,Lebrija,50221,4,7.964795603432828
52411,Nariño,Linares,10242,4,39.05487209529389
17616,Caldas,Risaralda,11157,4,35.85193152281079
63272,Quindío,Filandia,12418,4,32.211306168465136
50226,Meta,Cumaral,24556,4,16.28929793125916
54800,Norte de Santander,Teorama,18309,4,21.847178983013816
20570,Cesar,Pueblo Bello,33724,4,11.860989206499822
13074,Bolívar,Barranco de Loba,17222,4,23.226106143305074
52405,Nariño,Leiva,9779,4,40.903977911851925
50318,Meta,Guamal,16202,4,24.68831008517467
54720,Norte de Santander,Sardinata,28494,4,14.038043096792306
54398,Norte de Santander,La Playa,8582,4,46.60918200885575
17442,Caldas,Marmato,9394,4,42.58037044922291
52390,Nariño,La Tola,7838,4,51.03342689461597
44560,La Guajira,Manaure,96422,4,4.148430856028708
25743,Cundinamarca,Silvania,22445,4,17.82134105591446
41306,Huila,Gigante,23760,4,16.835016835016837
85010,Casanare,Aguazul,39218,4,10.199398235504106
85139,Casanare,Maní,19474,4,20.540207456095306
85410,Casanare,Tauramena,25904,4,15.441630636195184
05690,Antioquia,Santo Domingo,13434,4,29.77519726068185
05313,Antioquia,Granada,10463,4,38.22995316830737
05237,Antioquia,Donmatías,19689,4,20.31591243841739
76246,Valle del Cauca,El Cairo,7034,4,56.86664771111742
05190,Antioquia,Cisneros,10040,4,39.8406374501992
05483,Antioquia,Nariño,10906,4,36.677058499908306
25875,Cundinamarca,Villeta,29130,4,13.731548232063165
05086,Antioquia,Belmira,6193,4,64.58905215565962
05495,Antioquia,Nechí,28955,4,13.814539803142807
08560,Atlántico,Ponedera,27097,4,14.76178174705687
05038,Antioquia,Angostura,12413,4,32.22428099573028
05036,Antioquia,Angelópolis,6149,4,65.05122784192552
08685,Atlántico,Santo Tomás,36050,4,11.095700416088766
41660,Huila,Saladoblanco,10768,4,37.14710252600297
95200,Guaviare,Miraflores,7049,4,56.74563767910342
05310,Antioquia,Gómez Plata,10301,4,38.831181438695275
54385,Norte de Santander,La Esperanza,12516,3,23.969319271332694
05480,Antioquia,Mutatá,13872,3,21.62629757785467
15757,Boyacá,Socha,8424,3,35.612535612535616
76863,Valle del Cauca,Versalles,7457,3,40.23065575968888
81220,Arauca,Cravo Norte,4135,3,72.55139056831923
05591,Antioquia,Puerto Triunfo,20006,3,14.995501349595122
17665,Caldas,San José,5002,3,59.97600959616153
05282,Antioquia,Fredonia,26245,3,11.430748714040769
54206,Norte de Santander,Convención,20973,3,14.304105278214847
17662,Caldas,Samaná,21128,3,14.199166982203712
66400,Risaralda,La Virginia,28384,3,10.56933483652762
85430,Casanare,Trinidad,14036,3,21.373610715303506
52435,Nariño,Mallama,8934,3,33.5795836131632
05113,Antioquia,Buriticá,10848,3,27.654867256637168
19022,Cauca,Almaguer,18432,3,16.276041666666664
05051,Antioquia,Arboletes,31449,3,9.539254030334828
52378,Nariño,La Cruz,19560,3,15.337423312883436
95025,Guaviare,El Retorno,13324,3,22.515761032722907
52260,Nariño,El Tambo,14548,3,20.621391256530107
66045,Risaralda,Apía,12754,3,23.52203230359103
73873,Tolima,Villarrica,5280,3,56.81818181818181
15516,Boyacá,Paipa,37880,3,7.919746568109821
13458,Bolívar,Montecristo,16510,3,18.170805572380377
73200,Tolima,Coello,8536,3,35.14526710402999
73217,Tolima,Coyaima,23625,3,12.698412698412698
73236,Tolima,Dolores,8594,3,34.908075401442865
08372,Atlántico,Juan de Acosta,23939,3,12.531851789966163
13580,Bolívar,Regidor,7810,3,38.41229193341869
13468,Bolívar,Mompós,48552,3,6.178942165101334
08558,Atlántico,Polonuevo,21012,3,14.277555682467161
15442,Boyacá,Maripí,5887,3,50.959741803974865
73411,Tolima,Líbano,37508,3,7.998293697344567
73483,Tolima,Natagaima,15717,3,19.08761213972132
73504,Tolima,Ortega,36303,3,8.263779852904719
13188,Bolívar,Cicuco,15697,3,19.11193221634707
08606,Atlántico,Repelón,29894,3,10.035458620458954
73671,Tolima,Saldaña,14768,3,20.31419284940412
13600,Bolívar,Río Viejo,12277,3,24.43593711818848
73148,Tolima,Carmen de Apicalá,10895,3,27.535566773749427
73124,Tolima,Cajamarca,19013,3,15.778677746804817
76306,Valle del Cauca,Ginebra,24240,3,12.376237623762377
13657,Bolívar,San Juan Nepomuceno,42048,3,7.134703196347032
05665,Antioquia,San Pedro de Urabá,32352,3,9.27299703264095
13780,Bolívar,Talaigua Nuevo,14965,3,20.046775810223856
70717,Sucre,San Pedro,20760,3,14.450867052023122
70702,Sucre,San Juan de Betulia,14694,3,20.41649652919559
15047,Boyacá,Aquitania,15405,3,19.474196689386563
05658,Antioquia,San José de La Montaña,3963,3,75.7002271006813
70400,Sucre,La Unión,13950,3,21.50537634408602
15176,Boyacá,Chiquinquirá,58135,3,5.160402511395889
68861,Santander,Vélez,26750,3,11.214953271028037
68745,Santander,Simacota,11483,3,26.125576939824086
68615,Santander,Rionegro,27251,3,11.008770320355216
05628,Antioquia,Sabanalarga,9827,3,30.52813676605271
27050,Chocó,Atrato,6409,3,46.809174598221254
63690,Quindío,Salento,10264,3,29.228371005455966
41797,Huila,Tesalia,12047,3,24.902465344069064
52022,Nariño,Aldana,7748,3,38.71966959215281
23079,Córdoba,Buenavista,22295,3,13.45593182327876
25662,Cundinamarca,San Juan de Rioseco,8423,3,35.61676362341208
50330,Meta,Mesetas,11781,3,25.464731347084285
25572,Cundinamarca,Puerto Salgar,15771,3,19.022256039566294
50577,Meta,Puerto Lleras,10704,3,28.026905829596412
19785,Cauca,Sucre,9756,3,30.75030750307503
50606,Meta,Restrepo,21173,3,14.168988806498843
25214,Cundinamarca,Cota,46260,3,6.485084306095979
25245,Cundinamarca,El Colegio,26618,3,11.270568788038169
25260,Cundinamarca,El Rosal,26497,3,11.322036456957392
19622,Cauca,Rosas,12028,3,24.94180246092451
19809,Cauca,Timbiquí,29010,3,10.341261633919338
25817,Cundinamarca,Tocancipá,48367,3,6.202576136622077
27077,Chocó,Bajo Baudó,34197,3,8.772699359592947
27075,Chocó,Bahía Solano,10756,3,27.891409445890663
52227,Nariño,Cumbal,40406,3,7.424639904964609
52224,Nariño,Cuaspud Carlosama,9889,3,30.336737789463037
27745,Chocó,Sipí,3325,2,60.150375939849624
25793,Cundinamarca,Tausa,8560,2,23.364485981308412
70110,Sucre,Buenavista,11927,2,16.768676113020877
13140,Bolívar,Calamar,24810,2,8.061265618702137
23464,Córdoba,Momil,22186,2,9.014693951140359
